,bluewins,bluetotalgold,redtotalgold
7380,0,16328,17653
7381,1,16166,16375
7382,0,13458,17690
7383,1,15613,16329
7384,0,16819,15198
7385,0,14815,17356
7386,0,16186,18258
7387,0,16538,16299
7388,0,14291,17669
7389,0,15399,16988
7390,0,13726,18200
7391,1,17776,17686
7392,1,18913,17862
7393,1,17317,15295
7394,0,17809,15531
7395,1,16474,14072
7396,1,16915,18631
7397,0,14964,15937
7398,1,19253,16209
7399,0,14797,19062
7400,1,17642,15848
7401,0,14462,16709
7402,1,16993,18012
7403,0,14149,18109
7404,1,18633,14398
7405,1,17421,17529
7406,0,14112,15421
7407,0,19095,16096
7408,1,16770,16368
7409,0,17430,17009
7410,0,15011,16082
7411,0,13475,19315
7412,0,13581,15466
7413,1,16743,16691
7414,1,16331,16708
7415,0,15948,16309
7416,1,19155,14629
7417,1,17312,16173
7418,1,16990,14425
7419,1,17785,17409
7420,0,15704,16026
7421,1,17055,15655
7422,0,17538,17504
7423,1,15340,16225
7424,0,15679,18888
7425,1,16391,16262
7426,1,19362,18492
7427,0,14049,16847
7428,1,17905,17423
7429,1,17329,16072
7430,0,16699,17666
7431,0,16859,19275
7432,0,14800,16608
7433,1,15452,14526
7434,0,16981,15360
7435,1,15735,14177
7436,1,15458,15360
7437,0,16515,14968
7438,0,16275,18276
7439,1,16150,17316
7440,1,17913,17128
7441,0,15623,16783
7442,1,16405,14995
7443,1,16912,16162
7444,1,17092,14304
7445,1,17056,16317
7446,1,15039,15999
7447,1,17465,16037
7448,1,18989,16444
7449,0,14663,17068
7450,1,15208,16526
7451,0,18036,19537
7452,0,17875,16891
7453,0,15985,16959
7454,0,17035,15650
7455,1,17602,14646
7456,0,15979,16562
7457,0,18287,15442
7458,0,14888,19898
7459,1,16040,16917
7460,1,15388,15023
7461,0,16726,16448
7462,1,17242,15951
7463,1,17650,15132
7464,0,17335,16971
7465,0,16938,16732
7466,0,13655,18876
7467,1,16823,16672
7468,1,15834,15052
7469,0,14970,17336
7470,0,17173,16787
7471,0,13428,16968
7472,1,17022,17922
7473,0,15804,15198
7474,0,17073,14134
7475,1,16553,15337
7476,0,17679,15191
7477,0,14007,20266
7478,0,13986,17232
7479,0,16481,15909
7480,1,17834,16574
7481,1,17200,16672
7482,1,17125,17331
7483,1,16937,16562
7484,1,15802,15496
7485,1,19336,14656
7486,1,18524,15822
7487,0,15346,17284
7488,1,16912,15861
7489,1,14843,15463
7490,0,17037,16050
7491,1,17525,17962
7492,0,14102,16133
7493,0,15530,17462
7494,0,15168,17794
7495,1,14900,17531
7496,1,17639,15740
7497,1,14958,17565
7498,0,14569,15245
7499,0,16820,14852
7500,0,14891,18926
7501,0,15089,17438
7502,0,13428,16602
7503,1,17848,15398
7504,1,18021,16648
7505,1,16370,14866
7506,1,16091,16856
7507,0,15129,18050
7508,1,16817,14534
7509,1,18203,15906
7510,1,17706,17128
7511,1,16668,14874
7512,0,15862,16833
7513,1,17479,16210
7514,0,16782,16816
7515,0,17942,16771
7516,0,17418,19716
7517,0,16180,18987
7518,1,14124,15279
7519,0,18452,18521
7520,0,17142,16566
7521,0,16143,17837
7522,0,15944,18544
7523,0,14059,16219
7524,1,19465,15452
7525,0,17151,15813
7526,1,19483,14464
7527,0,15716,15458
7528,0,15015,17342
7529,0,16847,15004
7530,0,14907,15928
7531,0,15768,16218
7532,0,16722,17512
7533,0,15385,16374
7534,0,16102,17514
7535,1,16977,15051
7536,0,16033,19055
7537,1,15272,15988
7538,0,18959,15437
7539,0,15633,15485
7540,0,14490,17477
7541,1,17812,15509
7542,0,15603,15315
7543,1,16667,14975
7544,0,16177,17723
7545,0,16780,18006
7546,0,15938,17923
7547,1,16154,18159
7548,0,14975,16505
7549,0,14683,19283
7550,1,15836,15761
7551,1,16463,16648
7552,1,15712,16130
7553,1,17665,14023
7554,1,19680,14283
7555,1,16400,14153
7556,1,14659,15603
7557,0,18742,18696
7558,1,16637,15107
7559,1,18079,14225
7560,1,16407,16857
7561,0,16145,18107
7562,1,19557,15319
7563,1,16495,15458
7564,0,17480,17846
7565,1,15074,16747
7566,0,14963,20376
7567,1,16058,16735
7568,0,14824,17289
7569,1,17079,17444
7570,1,20236,15294
7571,1,18732,16440
7572,1,19017,13900
7573,1,17078,17382
7574,0,15351,14961
7575,0,15885,16142
7576,1,18851,15114
7577,1,16425,14258
7578,0,15649,18519
7579,1,14659,16621
7580,0,15983,16687
7581,1,15868,14922
7582,0,16732,17228
7583,0,14366,19761
7584,1,16037,15978
7585,1,17643,16093
7586,0,14261,16421
7587,0,15939,17813
7588,0,15487,17341
7589,0,16601,16498
7590,1,17048,14473
7591,1,18328,15280
7592,0,17375,19424
7593,1,16556,14417
7594,1,20236,13903
7595,0,17382,16279
7596,1,20236,14248
7597,0,15469,17941
7598,1,17951,16487
7599,0,15205,19888
7600,1,17835,13558
7601,1,17329,15459
7602,1,14992,14493
7603,1,17033,16201
7604,0,17535,15753
7605,0,17645,17822
7606,0,16523,19215
7607,0,14630,16606
7608,0,17617,18259
7609,0,18142,17091
7610,1,16068,15136
7611,0,18041,16844
7612,1,17583,14725
7613,1,15381,15179
7614,0,15929,16617
7615,1,20236,14843
7616,0,14022,18097
7617,0,16786,16135
7618,0,17171,19053
7619,1,16004,16699
7620,0,16043,15332
7621,0,15720,16045
7622,0,14451,14792
7623,1,15551,15835
7624,0,16574,16611
7625,0,14264,16498
7626,1,15223,15522
7627,0,14366,17412
7628,0,16860,17119
7629,1,17791,15696
7630,1,18066,13489
7631,1,20236,16094
7632,1,15413,15416
7633,1,15510,14295
7634,0,15838,18117
7635,1,16029,15258
7636,0,14506,15794
7637,0,15293,19701
7638,0,14796,18181
7639,0,14142,15833
7640,0,15890,14895
7641,1,17040,14638
7642,0,16196,16221
7643,0,16373,15152
7644,0,17505,15664
7645,1,18635,14267
7646,0,16807,14755
7647,0,16842,18567
7648,1,16963,15484
7649,0,16587,17261
7650,1,18404,14411
7651,0,15901,18423
7652,1,17495,15637
7653,0,14891,15887
7654,1,16072,16418
7655,0,15460,17406
7656,0,16708,17483
7658,0,13785,19984
7659,1,18596,18076
7660,1,15964,16207
7661,1,18343,15029
7662,1,17079,15399
7663,1,19639,14614
7664,1,20236,16134
7665,1,15013,16950
7666,0,15846,14365
7667,0,15018,18661
7668,0,16123,18363
7669,1,17166,15139
7670,1,15431,18275
7671,1,14814,14314
7672,0,17554,17869
7673,0,14450,19075
7674,0,15193,17355
7675,1,19140,14970
7676,1,16388,16861
7677,1,18532,15284
7678,0,14332,19956
7679,0,14697,16466
7680,0,15731,17969
7681,0,13881,17637
7682,0,15857,18171
7683,1,16131,16338
7684,1,19349,16904
7685,1,16731,14658
7686,1,18363,16351
7687,0,15132,16872
7688,1,17393,15434
7689,0,15615,14144
7690,0,15358,19217
7691,0,13936,16502
7692,1,17047,18565
7693,1,16350,14963
7694,1,16444,16074
7695,1,20236,14098
7696,0,16526,17135
7697,0,14698,15199
7698,1,15329,15815
7699,0,14746,15854
7700,0,15831,15983
7701,1,18575,17074
7702,1,16803,14974
7703,0,16666,17456
7704,1,18616,16731
7705,1,14939,16287
7706,1,16828,16875
7707,0,15398,16489
7708,1,14087,15895
7709,1,17081,15020
7710,0,16216,17088
7711,1,17174,18856
7712,0,17161,17423
7713,1,18119,14011
7714,0,15332,17730
7715,0,16386,16553
7716,1,18591,15486
7717,0,16138,17346
7718,1,18662,14574
7719,1,16454,14412
7720,0,15797,20376
7721,1,16028,15836
7722,1,15142,15708
7723,1,16849,15198
7725,0,14312,15292
7726,1,16786,14522
7727,0,14299,15972
7728,0,15724,16590
7729,1,14828,16230
7730,1,16294,16739
7731,1,15761,16563
7732,0,14565,14386
7733,1,15711,14825
7734,1,16116,14707
7735,1,14629,17888
7736,0,15694,14620
7737,0,17041,16025
7738,0,15478,16175
7739,0,16956,16557
7740,1,16956,17343
7741,1,19172,15716
7742,1,16979,15493
7743,0,14806,17000
7744,0,18244,18417
7745,1,16989,14989
7746,0,14281,20376
7747,1,15393,13518
7748,1,17636,15058
7749,1,16600,17229
7750,0,15889,17142
7752,1,16818,13680
7753,1,17415,15267
7754,1,16602,13683
7755,0,17181,19873
7756,1,16492,16991
7757,0,16410,16335
7758,0,15238,16552
7759,1,20236,17028
7760,0,15372,15815
7761,0,14930,16774
7762,1,17450,17180
7763,1,14812,13591
7764,0,17605,16473
7765,0,16841,18323
7766,1,16321,15170
7767,1,16270,16413
7768,1,15954,15649
7769,0,15682,16120
7770,0,16190,19721
7771,1,19572,15585
7772,0,15930,15751
7773,0,13785,17909
7774,1,16898,13971
7775,1,18333,16668
7776,0,14289,17235
7777,1,16501,15061
7778,1,16618,14355
7779,0,16557,14679
7780,0,16978,20376
7781,0,16577,17888
7782,0,14706,18562
7783,0,16795,18112
7784,0,15288,16826
7785,1,14875,16516
7786,1,16861,18116
7787,0,17136,18290
7788,1,17765,15453
7789,0,14555,18986
7790,0,14020,18235
7791,1,17575,14917
7792,0,15307,17883
7793,1,16751,13722
7794,1,16271,15484
7795,0,16420,16934
7796,1,15570,15797
7797,0,14948,15295
7798,0,15167,16812
7799,1,15484,15245
7800,1,17856,17630
7801,0,14767,16917
7802,1,18474,15794
7803,0,14183,15158
7804,1,15971,15487
7805,0,14319,17233
7806,0,16206,17001
7807,0,15704,14496
7808,1,18137,17936
7809,0,14944,17639
7810,0,13428,20251
7811,0,18363,16243
7812,0,15200,17006
7813,0,17315,17018
7814,1,16516,15282
7815,0,14010,17966
7816,0,15580,16311
7817,1,17731,14392
7818,1,19186,14855
7819,1,18135,15860
7820,0,15947,18033
7821,0,16681,20318
7822,1,16733,14048
7823,1,15233,16354
7824,1,18406,13489
7825,0,16711,20000
7826,0,16093,17898
7827,1,15563,15117
7828,0,15745,16604
7829,0,15958,15727
7830,1,17501,14306
7831,1,18038,14065
7832,0,16256,18784
7833,1,16589,15953
7834,0,15258,14265
7835,1,16481,16727
7836,0,15913,16038
7837,1,16162,14396
7838,1,17264,15453
7839,0,16700,17118
7840,0,16337,16375
7841,1,15790,18668
7842,1,15970,16673
7843,0,14933,16890
7844,1,18060,16078
7845,0,14732,17374
7846,1,17121,14728
7847,1,18913,15911
7848,1,17237,15891
7849,0,13428,19465
7850,1,20236,13854
7851,0,17320,15121
7852,1,15586,16608
7853,0,17208,16277
7854,0,13428,19507
7855,0,15555,19193
7856,1,17008,15105
7857,0,16050,16563
7858,0,16830,16573
7859,1,16370,17003
7860,0,14851,18002
7861,0,15325,17256
7862,1,18385,17778
7863,0,14074,17584
7864,0,16299,15236
7865,0,16644,16584
7866,0,16997,16358
7867,0,15360,14400
7868,1,17141,13809
7869,1,17882,15193
7870,0,18342,18372
7871,0,15251,17594
7872,1,17693,15192
7873,0,15385,17494
7874,1,17549,14961
7875,0,15148,19233
7876,0,17558,17927
7877,0,16989,15630
7878,1,18786,15227
7879,0,15188,16457
7880,1,15520,17715
7881,1,20236,15888
7882,1,17059,14345
7883,0,16760,17812
7884,0,14660,17911
7885,0,15510,15774
7886,0,16897,19088
7887,0,16861,15564
7888,1,18445,15754
7889,0,15777,18490
7890,0,18284,15536
7891,0,17047,17584
7892,1,17606,13579
7893,0,17447,16742
7894,0,13789,17827
7895,0,18557,18033
7896,0,15568,15528
7897,0,17327,16036
7898,0,16110,16038
7899,1,18209,16922
7900,1,16023,14724
7901,1,17685,16467
7902,1,14803,16183
7903,0,15656,16931
7904,1,19154,13490
7905,1,17483,15297
7906,0,14598,16884
7907,0,16088,16857
7908,1,15812,15162
7909,1,16030,15060
7910,0,15787,17643
7911,1,17870,15998
7912,1,17875,15995
7913,1,16523,14871
7914,1,16180,17528
7915,0,17448,17550
7916,0,14493,18623
7917,1,17807,16424
7918,0,15001,16788
7919,1,18984,15462
7920,0,16528,16977
7921,0,15020,16776
7922,0,13657,17506
7923,1,17672,16551
7924,1,19508,14626
7925,1,18590,15645
7926,1,17260,16254
7927,1,16095,14808
7928,0,15384,17201
7929,1,18795,18062
7930,1,17737,15324
7931,0,14191,15284
7932,0,14557,18223
7933,0,16739,15170
7934,0,15230,19633
7935,0,16600,16789
7936,0,16240,18396
7937,1,18722,14351
7938,0,15640,15563
7939,1,17940,16002
7940,0,16414,16472
7941,0,14207,16930
7942,1,16737,15326
7943,0,14672,17670
7944,1,15360,15263
7945,1,17795,16400
7946,1,16896,14458
7947,0,16182,17107
7948,1,17729,17050
7949,0,17552,16502
7950,1,16491,16099
7951,0,17643,17619
7952,1,16247,15981
7953,1,17072,15676
7954,1,18882,15075
7955,0,14520,15647
7956,1,18374,14551
7957,0,16073,16041
7958,1,16448,15142
7959,1,18821,17203
7960,0,15485,18339
7961,0,15129,16546
7962,1,16329,15009
7963,1,16807,13853
7964,1,20236,17870
7965,1,16666,16534
7966,1,16946,14670
7967,1,17028,15442
7968,0,16686,17104
7969,1,14993,16442
7970,1,14654,15317
7971,1,15570,15909
7972,1,17178,17775
7973,0,14333,17004
7974,0,14453,17342
7975,1,15932,17043
7976,0,15101,17073
7977,0,16628,15171
7978,0,14997,17563
7979,1,17664,17101
7980,1,15082,18006
7981,0,16964,19899
7982,1,16999,15328
7983,1,16621,16339
7984,1,17060,17956
7985,0,14758,17751
7986,1,17117,15307
7987,1,16413,18874
7988,0,14448,16068
7989,1,16778,14403
7990,0,14494,15112
7991,1,18267,16014
7992,0,16440,13619
7993,1,17390,15674
7994,1,17035,16534
7995,0,17198,20028
7996,1,17430,14290
7997,0,15320,16472
7998,0,15347,16051
7999,1,18002,15381
8000,0,17901,20376
8001,0,14205,15304
8002,0,13772,16919
8003,1,17231,14089
8004,0,15983,17214
8005,0,14651,16642
8006,1,18789,14539
8007,0,15485,19168
8008,1,17992,14679
8009,1,18828,16711
8010,0,14797,18065
8011,1,15524,16153
8012,1,18288,15104
8013,0,16304,17194
8014,0,14974,19620
8015,0,16598,14661
8016,1,15273,15258
8017,0,15515,15559
8018,0,16024,13489
8019,0,15667,18117
8020,1,18451,17142
8021,0,16355,17349
8022,0,15140,19339
8023,0,15755,14071
8024,1,16302,16207
8025,0,13825,17278
8026,0,16724,14292
8027,1,18442,15762
8028,0,17008,20376
8029,1,16513,15616
8030,0,15554,16786
8032,1,19052,16538
8033,0,16039,18127
8034,0,17093,17507
8035,0,15440,18808
8036,1,15547,16086
8037,0,16275,15780
8038,1,17627,15833
8039,0,16641,15182
8040,1,16009,15324
8041,0,15010,15792
8042,1,15969,16845
8043,0,15007,15309
8044,0,14494,18729
8045,1,16576,16892
8046,0,16575,18937
8048,1,16621,16879
8049,0,14308,16942
8050,0,15165,18874
8051,0,18754,14680
8052,0,16608,16634
8053,0,16375,16232
8054,1,15987,16142
8055,0,17027,16725
8056,0,15885,17500
8057,0,16238,14795
8058,0,16778,18224
8059,0,17004,16663
8060,1,17668,17788
8061,1,16389,15823
8062,1,17252,17086
8063,1,17854,17903
8064,0,15431,18092
8065,0,14985,16507
8066,1,16008,14948
8067,1,19663,15620
8068,1,16932,14233
8069,1,17026,16183
8070,1,17803,15610
8071,1,15582,15600
8072,1,14808,16160
8073,0,16497,18233
8074,1,16503,16332
8075,0,15522,17233
8076,0,17371,20164
8077,0,17720,16171
8078,1,17981,15416
8079,0,15229,15403
8080,0,16425,17454
8081,0,15790,15005
8082,1,17339,13687
8083,0,16487,15492
8084,1,17922,14219
8085,0,16778,16852
8086,1,18068,17349
8087,1,17366,16292
8088,1,15041,18300
8089,0,15135,18839
8090,0,16083,18855
8091,1,17446,15124
8092,0,14284,17588
8093,1,17585,16192
8094,1,16537,13583
8095,1,18895,15486
8096,0,14370,19598
8097,1,18274,15852
8098,1,18286,18137
8099,0,16352,16787
8100,0,17546,17036
8101,0,16433,18636
8102,1,15414,15718
8103,0,17737,17089
8104,0,17570,16205
8105,0,17131,19681
8106,0,17237,15305
8107,1,17814,16122
8108,1,16738,16114
8109,1,18092,14068
8110,0,16522,17650
8111,1,18053,13918
8113,0,18693,17112
8114,1,16488,14885
8115,0,17531,15295
8116,1,15422,14031
8117,0,15276,17005
8118,0,17390,16776
8119,0,17593,19131
8120,0,15820,17936
8121,1,17198,14225
8122,1,17000,17149
8123,0,15196,16436
8124,1,16358,19009
8125,1,17469,18491
8126,1,16031,14388
8127,0,17070,16310
8128,0,14782,16236
8129,1,16610,14735
8130,1,17255,15139
8131,0,14259,15293
8132,0,16100,16677
8133,1,19641,13489
8134,1,17346,15864
8135,1,16002,15215
8136,1,16070,13900
8137,0,14227,16844
8138,1,18715,14657
8139,1,17375,17137
8140,0,15162,17142
8141,0,15571,16708
8142,1,15070,15194
8143,1,18723,16477
8144,0,17258,18236
8145,0,16103,18762
8146,0,14709,17933
8147,0,17122,16810
8148,0,13696,16158
8149,1,17764,15147
8150,1,16275,15429
8151,1,20124,13674
8152,0,15775,18636
8153,1,15693,15338
8154,1,17479,15174
8155,1,17840,18199
8156,0,15259,19226
8157,0,15225,20376
8158,1,17312,14968
8159,0,16696,15831
8160,1,16690,17206
8161,0,16225,16263
8162,0,15720,18230
8163,0,13738,19998
8164,1,18240,15287
8165,1,16439,14836
8166,0,15761,17215
8167,0,18529,16979
8168,0,16996,18061
8169,1,17665,16912
8170,1,16969,17846
8171,0,15474,16376
8172,1,18204,16414
8173,0,17160,15663
8174,1,16876,14159
8175,1,18129,15701
8176,1,17210,17168
8177,1,15067,18641
8178,0,15013,16021
8179,1,16946,16232
8180,1,18403,16164
8181,0,14115,16024
8182,1,15321,15016
8183,0,15850,15706
8184,1,15704,14915
8185,1,17716,17708
8186,0,16604,17358
8187,0,14808,18171
8188,1,15924,16434
8189,0,14994,16074
8190,0,13533,15724
8191,1,18314,15040
8192,0,16387,16238
8193,0,15629,15946
8194,1,16070,13648
8195,0,15596,15226
8196,1,17010,14698
8197,0,17431,17527
8198,0,16664,18926
8199,0,15144,19437
8200,0,15703,16788
8201,1,18062,15761
8202,0,16787,15987
8203,1,19785,17275
8204,1,18408,16491
8205,0,18614,19172
8206,1,19704,16637
8207,0,15281,16482
8208,0,13428,15563
8209,0,17192,16989
8210,0,16796,16679
8211,1,18582,16163
8212,0,17098,16651
8213,0,15766,16985
8214,1,14767,16138
8215,1,18929,15694
8216,1,18046,15747
8217,0,17035,18591
8218,0,15992,17315
8219,1,17791,16166
8220,1,16517,15698
8221,0,15863,16598
8222,1,16779,14393
8223,0,17145,18426
8224,1,15161,15947
8225,1,17451,17675
8226,1,18342,15755
8227,1,16498,16038
8228,0,14975,18323
8229,1,17017,14667
8230,0,13872,19987
8231,1,17940,16600
8232,0,14037,16528
8233,0,15534,16643
8234,1,18074,16440
8235,1,17640,16388
8236,1,15539,15783
8237,1,17854,15674
8238,1,18924,16264
8239,1,18828,14704
8240,1,16192,16158
8241,1,17312,17986
8242,0,14951,15987
8243,0,17405,16346
8245,1,20095,13489
8246,0,14799,16101
8247,1,17220,13847
8248,0,15494,19022
8249,1,18722,17781
8250,1,15440,16844
8251,1,20236,14611
8252,0,16525,18307
8253,1,16638,15236
8254,1,15562,15090
8255,1,15919,13984
8256,0,15922,17107
8257,1,15213,15601
8258,0,16247,14479
8259,1,19082,13691
8260,1,17146,14820
8261,1,17079,14571
8262,0,17330,17695
8263,0,16838,15010
8264,0,17424,18260
8265,0,15885,16235
8266,0,16339,15882
8267,1,17693,13981
8268,1,20032,16101
8269,1,15447,15384
8270,0,14099,18595
8271,1,15335,16174
8272,0,14198,18228
8273,1,15298,16894
8274,0,15564,20087
8275,1,17696,15910
8276,1,16047,17542
8277,0,14112,16946
8278,0,15314,16202
8279,1,16057,18316
8280,1,16266,14966
8281,0,15168,18932
8282,1,17665,19091
8283,0,14366,15980
8284,1,19106,17093
8285,0,13850,18363
8286,0,15633,20376
8287,1,17208,17405
8288,0,15771,18613
8289,0,14132,18800
8290,1,18413,14419
8291,0,15673,18093
8292,1,17091,14286
8293,0,16885,16896
8294,0,14836,18257
8295,0,18303,17161
8296,0,15503,18395
8297,1,15398,15074
8298,0,18420,14555
8299,0,14702,17893
8300,1,19355,17285
8301,1,14980,18709
8302,1,17520,18647
8303,1,20236,14544
8304,1,15565,15215
8305,0,16723,14155
8306,0,15096,16721
8307,0,14827,17540
8308,1,17354,15611
8309,0,15814,17520
8310,0,15882,16646
8311,0,15331,17767
8312,0,17886,19874
8313,1,16897,15955
8314,1,15613,16615
8315,1,16902,15115
8316,0,16544,15305
8317,0,16357,16589
8318,1,16255,15281
8319,1,16685,16396
8320,0,15036,17604
8321,1,17554,15152
8322,0,17066,15068
8323,0,15989,16066
8324,1,15984,15221
8325,0,17804,16712
8326,0,16136,15700
8327,0,14631,17302
8328,0,14668,17626
8329,1,19263,14524
8330,1,14645,16163
8331,1,17628,16170
8332,1,16002,15904
8333,0,15851,19099
8334,1,18484,15045
8335,0,15840,16216
8336,1,18829,14688
8337,0,16728,19086
8338,0,15744,19506
8339,0,16640,16481
8340,0,13744,16182
8341,1,17885,15814
8342,1,18646,13498
8343,0,14219,16624
8344,1,15616,15175
8345,1,19177,18418
8346,0,15977,15079
8347,1,18302,15905
8348,1,15634,14485
8349,1,16165,15308
8350,0,15900,19137
8351,1,17776,16704
8352,1,17597,19119
8353,1,14071,16704
8354,0,17380,17593
8355,0,14666,17981
8356,0,18232,14245
8357,1,17004,17421
8359,0,18432,16915
8360,0,15495,18104
8361,1,16318,16385
8362,1,16123,15530
8363,1,14079,17467
8364,1,18081,13848
8365,1,16449,16616
8366,0,14947,17035
8367,0,15457,17104
8368,0,17129,16125
8369,1,17527,15902
8370,0,14396,18735
8371,1,16131,17273
8372,1,19476,14702
8373,0,14316,19535
8374,1,15159,17143
8375,1,15800,15103
8376,0,16780,16006
8377,0,16424,15997
8378,1,17035,15548
8379,0,14776,16736
8380,1,18697,14002
8381,0,14452,14405
8382,0,16540,18685
8383,0,16650,15743
8384,1,16887,15323
8385,0,18096,17410
8386,1,16199,15668
8387,1,16956,17462
8388,1,15646,17174
8389,1,15426,17802
8390,0,16308,16621
8391,0,15293,16599
8392,0,16389,15392
8393,1,18572,16649
8394,1,18250,15732
8396,0,16793,16678
8397,1,14259,19073
8398,1,16607,14346
8399,0,15425,18329
8400,1,20236,13867
8401,0,14344,18613
8402,1,15936,15718
8403,1,18188,14925
8404,0,14686,18283
8405,0,14211,15936
8406,0,15995,15495
8407,0,14798,20331
8408,1,15823,13795
8409,0,14874,18005
8410,1,19517,16213
8411,1,16691,18112
8412,0,15328,17308
8413,1,17052,15404
8414,1,16749,16510
8415,1,18022,16379
8416,1,15675,14681
8418,0,14294,17114
8419,0,14232,19849
8420,0,15715,18448
8421,0,16003,15998
8422,0,15901,17234
8423,1,16699,14981
8424,0,16269,18401
8425,1,20236,14858
8426,0,14618,17182
8427,0,15571,19052
8428,0,19087,16737
8429,0,14731,18535
8430,1,17375,14571
8431,1,17116,16165
8432,1,19435,16604
8434,1,17409,15403
8435,0,17492,15784
8436,0,16536,18554
8437,1,15298,14915
8438,0,15217,19416
8439,1,15930,17170
8440,1,16521,16431
8441,1,18306,17569
8442,1,17248,16255
8443,1,17327,15046
8444,1,17561,18339
8445,0,13964,18142
8446,0,13428,19429
8447,0,17252,17274
8448,1,17735,19156
8449,1,19621,15530
8450,1,17226,13489
8451,1,19551,16655
8452,0,16107,18641
8453,0,17418,16644
8454,0,18116,17278
8455,0,16058,16741
8456,0,15418,16958
8457,1,15988,15365
8458,0,14012,16459
8460,1,16250,17214
8461,1,20236,17838
8462,0,17770,18149
8463,0,17119,18096
8464,1,17042,16038
8466,1,16344,15176
8467,1,17378,14332
8468,1,17537,15785
8469,0,15195,15908
8470,0,14987,16900
8471,0,15476,17879
8472,0,15714,14893
8473,1,18026,16221
8474,0,17180,18429
8475,1,15550,15594
8476,1,15710,14559
8477,0,14902,17070
8478,1,16099,15751
8479,1,15667,15023
8480,0,15239,18688
8481,1,19049,16149
8483,1,20236,13489
8484,0,13428,16567
8485,0,14653,16040
8486,1,16780,16527
8487,0,15453,16292
8488,1,18768,15823
8489,0,15246,16592
8490,0,16658,14707
8491,0,15399,17563
8492,1,15685,16502
8493,1,17303,13660
8494,1,17555,14489
8495,1,19645,17404
8496,0,15068,17001
8497,1,16025,14139
8498,1,17849,18136
8499,1,17756,17901
8500,1,19151,13910
8501,0,17298,14323
8502,0,17740,16321
8503,0,14826,17112
8504,0,16695,15144
8505,0,15259,17997
8506,1,16294,17612
8507,1,19484,15946
8508,0,14983,18200
8509,1,20236,15597
8510,1,18256,16767
8511,1,18402,15091
8512,1,17537,15529
8513,1,16359,17471
8514,1,19263,15423
8515,0,15140,20376
8516,1,15574,15068
8517,0,17299,17123
8518,1,18402,15820
8519,1,16896,16437
8520,0,19145,14198
8521,1,18433,13674
8522,0,15707,16675
8523,1,20236,16586
8524,1,17800,17895
8526,1,14836,16540
8527,1,17334,18063
8528,1,14981,15255
8529,1,16684,16407
8530,0,15533,15386
8531,0,16288,17450
8532,1,19276,15334
8533,1,16730,17540
8534,1,15184,16009
8535,1,15523,17995
8536,1,18072,15054
8537,0,16839,16964
8538,1,16047,16179
8539,0,13840,15971
8540,1,18588,18156
8541,1,17301,16301
8542,0,17669,14744
8543,0,16786,16903
8544,0,13806,17951
8545,1,14735,17218
8546,1,18059,13489
8547,0,14759,15688
8548,1,15809,14590
8549,1,16889,16356
8550,1,18713,17358
8551,0,15819,18995
8552,1,19547,15580
8553,1,16827,14736
8555,1,18460,15486
8556,1,16063,18431
8557,1,19558,16120
8558,1,18868,16407
8559,1,18625,15462
8560,0,15930,16025
8561,0,13428,19055
8562,0,16889,17585
8563,1,16871,15563
8564,0,15470,17846
8565,1,15909,19088
8566,0,14996,15440
8567,1,18791,15802
8568,0,15805,16939
8569,1,17541,18403
8570,1,14439,17135
8571,0,14939,19782
8572,1,19399,17051
8573,0,14667,17606
8574,1,17802,14634
8575,0,18446,16246
8576,0,15779,16998
8577,0,14695,16935
8578,1,14206,17061
8579,1,19967,14080
8580,1,17284,15169
8581,1,15424,17092
8582,0,16729,18558
8583,0,15450,17439
8584,1,16814,15295
8585,1,18230,15603
8586,1,16843,14645
8587,0,17916,20353
8588,0,17318,20376
8589,1,18608,16784
8590,1,16240,14069
8591,1,20109,17409
8592,0,15977,16565
8593,0,14511,20376
8594,1,16250,15080
8595,0,16427,16769
8596,1,18398,17163
8597,1,15240,16320
8598,1,17262,15891
8599,1,14804,15748
8600,0,14921,18561
8601,0,15523,19348
8602,1,16623,16025
8603,1,20236,16804
8604,0,16907,16935
8605,1,18003,15356
8606,0,17124,18689
8607,1,19099,15432
8608,1,15538,15988
8609,0,15583,16691
8610,1,16982,15889
8611,0,16238,17220
8612,0,16641,16532
8613,1,17318,16152
8614,0,16438,16808
8615,1,16081,15425
8616,1,16385,14964
8617,0,17113,15937
8618,0,13428,19885
8619,0,15863,16980
8620,1,17843,15948
8621,1,16421,15485
8622,0,15739,16996
8623,0,17181,16914
8624,0,16534,16403
8625,0,18084,15945
8626,1,17094,16569
8627,0,18911,14576
8628,1,18928,14744
8629,1,19266,15904
8630,0,14415,16949
8631,1,19987,15182
8632,1,18464,17205
8633,0,17467,16168
8634,0,14686,16278
8635,1,17202,15842
8636,1,15810,16676
8637,1,18886,15252
8638,1,16668,15267
8639,0,13794,17986
8640,1,19292,14651
8641,0,17004,14751
8642,1,17231,14028
8643,1,19383,14727
8644,1,16417,16256
8645,1,17281,17346
8646,0,15195,17734
8647,1,15091,17714
8648,1,18456,15732
8649,1,17196,15019
8650,0,15534,18374
8651,0,15067,17785
8652,0,15295,18078
8653,0,18501,19440
8654,0,15119,18889
8655,0,15294,18736
8656,1,18099,14863
8657,1,16790,16408
8658,1,17467,15332
8659,0,16338,16862
8660,1,15471,18504
8661,0,14322,17763
8662,1,18266,14906
8663,1,20236,14144
8664,1,16538,17109
8665,0,16373,18400
