,gameid,bluewins,bluegolddiff,blueexperiencediff,bluegoldpermin,bluetotalexperience,bteamtotminionsdiff,blaneminions_diff,bluetotalgold
7400,4479699152,1,1794,2548,1764.2,18820,53,48,17642
7401,4523806896,0,-2247,-1501,1446.2,16255,-26,-3,14462
7402,4465840053,1,-1019,699,1699.3,19167,16,-7,16993
7403,4522629457,0,-3960,-2533,1414.9,17085,-34,-31,14149
7404,4442569713,1,4235,3554,1863.3,18488,65,67,18633
7405,4522528585,1,-108,1254,1742.1,19535,25,32,17421
7406,4449138530,0,-1309,351,1411.2,17417,-4,-3,14112
7407,4525551314,0,2999,2184,1909.5,19444,11,15,19095
7408,4526865025,1,402,1641,1677.0,19515,-8,-10,16770
7409,4465444294,0,421,-755,1743.0,17345,-17,-6,17430
7410,4438257769,0,-1071,-1810,1501.1,15341,-45,-53,15011
7411,4491793322,0,-5840,-2412,1347.5,15686,-34,-56,13475
7412,4462552916,0,-1885,-366,1358.1,17687,-55,-45,13581
7413,4412978193,1,52,221,1674.3,17531,-9,-19,16743
7414,4521984246,1,-377,-1234,1633.1,17720,-8,2,16331
7415,4467978443,0,-361,-1022,1594.8,16134,-14,-11,15948
7416,4459832099,1,4526,2759,1915.5,20750,103,59,19155
7417,4525993420,1,1139,-885,1731.2,16818,-1,1,17312
7418,4495070442,1,2565,1235,1699.0,17608,-6,-25,16990
7419,4526731999,1,376,-470,1778.5,17490,-42,-24,17785
7420,4449195620,0,-322,-716,1570.4,16968,51,31,15704
7421,4508411289,1,1400,488,1705.5,19132,28,-7,17055
7422,4437082520,0,34,145,1753.8,19111,-24,-6,17538
7423,4488944562,1,-885,-1554,1534.0,16902,-48,-27,15340
7424,4473484316,0,-3209,-2726,1567.9,16997,-40,-45,15679
7425,4484788416,1,129,230,1639.1,17955,-16,10,16391
7426,4504901140,1,870,130,1936.2,18101,5,5,19362
7427,4477594109,0,-2798,-3625,1404.9,16350,-79,-54,14049
7428,4483434284,1,482,466,1790.5,18292,9,36,17905
7429,4519166800,1,1257,1123,1732.9,19569,-4,-3,17329
7430,4477418951,0,-967,-263,1669.9,17566,-16,-13,16699
7431,4514011142,0,-2416,-2252,1685.9,17173,-15,-23,16859
7432,4517831692,0,-1808,-259,1480.0,18190,-34,-24,14800
7433,4527040336,1,926,-849,1545.2,16236,-2,9,15452
7434,4526158709,0,1621,1793,1698.1,19169,1,-4,16981
7435,4468624067,1,1558,1567,1573.5,17967,0,17,15735
7436,4511150138,1,98,984,1545.8,19132,-3,-21,15458
7437,4525811703,0,1547,1218,1651.5,16954,1,5,16515
7438,4505405578,0,-2001,-2536,1627.5,16965,-2,28,16275
7439,4489981636,1,-1166,-988,1615.0,16981,-18,-11,16150
7440,4527427825,1,785,1373,1791.3,18248,27,26,17913
7441,4508822340,0,-1160,-592,1562.3,17536,19,30,15623
7442,4495903813,1,1410,1243,1640.5,18231,-5,-2,16405
7443,4463067805,1,750,1293,1691.2,19261,42,20,16912
7444,4462000850,1,2788,1325,1709.2,19011,48,27,17092
7445,4492832056,1,739,711,1705.6,18811,0,3,17056
7446,4513844046,1,-960,-1743,1503.9,17278,-21,-11,15039
7447,4477407120,1,1428,463,1746.5,17968,5,-4,17465
7448,4484045621,1,2545,1695,1898.9,19584,22,-11,18989
7449,4517823981,0,-2405,-2654,1466.3,16512,-43,7,14663
7450,4525779442,1,-1318,406,1520.8,17411,13,13,15208
7451,4519798886,0,-1501,-3119,1803.6,17340,-48,-8,18036
7452,4527216897,0,984,1142,1787.5,18665,8,-22,17875
7453,4455245413,0,-974,-1978,1598.5,17576,43,35,15985
7454,4419877547,0,1385,-827,1703.5,16379,-11,8,17035
7455,4497704200,1,2956,2140,1760.2,18119,51,49,17602
7456,4522569909,0,-583,360,1597.9,17379,9,-5,15979
7457,4524369918,0,2845,2164,1828.7,18535,35,9,18287
7458,4480327869,0,-5010,-4509,1488.8,15213,-75,-65,14888
7459,4508863080,1,-877,-813,1604.0,18690,6,-16,16040
7460,4526872283,1,365,-719,1538.8,17788,-54,-32,15388
7461,4462392955,0,278,-343,1672.6,18339,-11,11,16726
7462,4494877366,1,1291,2116,1724.2,18478,109,59,17242
7463,4503020882,1,2518,2382,1765.0,18670,84,47,17650
7464,4522166127,0,364,1705,1733.5,19512,-2,-10,17335
7465,4489951140,0,206,-460,1693.8,17857,15,7,16938
7466,4526486328,0,-5221,-4220,1365.5,15392,-86,-60,13655
7467,4508974549,1,151,806,1682.3,18727,-9,-13,16823
7468,4522675513,1,782,1642,1583.4,19029,30,20,15834
7469,4525772082,0,-2366,-340,1497.0,17809,36,9,14970
7470,4450648028,0,386,-200,1717.3,18789,31,30,17173
7471,4526272276,0,-3559,-3320,1340.9,15601,-61,-33,13409
7472,4523322738,1,-900,1475,1702.2,19318,39,34,17022
7473,4502224154,0,606,820,1580.4,18509,26,18,15804
7474,4508492240,0,2939,993,1707.3,16988,16,-2,17073
7475,4526649785,1,1216,2889,1655.3,19304,46,32,16553
7476,4486816853,0,2488,2453,1767.9,19757,22,15,17679
7477,4513065219,0,-6259,-5376,1400.7,14101,-66,-50,14007
7478,4508590240,0,-3246,-1980,1398.6,16124,-26,-20,13986
7479,4527591942,0,572,-233,1648.1,18136,-38,-34,16481
7480,4524654219,1,1260,1141,1783.4,19107,-28,-18,17834
7481,4478422383,1,528,-805,1720.0,17501,-4,27,17200
7482,4463251548,1,-206,-363,1712.5,16776,-5,-13,17125
7483,4493965558,1,375,-566,1693.7,18017,22,20,16937
7484,4508204342,1,306,-936,1580.2,17365,11,28,15802
7485,4473029808,1,4680,2780,1933.6,19593,6,7,19336
7486,4513993269,1,2702,1047,1852.4,18193,5,13,18524
7487,4477860376,0,-1938,-1173,1534.6,17250,-32,-13,15346
7488,4526047825,1,1051,797,1691.2,17195,11,-7,16912
7489,4494953738,1,-620,-147,1484.3,18146,-7,0,14843
7490,4510135143,0,987,-377,1703.7,17825,-6,18,17037
7491,4521862362,1,-437,-1284,1752.5,16972,14,12,17525
7492,4526604474,0,-2031,-2540,1410.2,16463,-12,-10,14102
7493,4476455937,0,-1932,-930,1553.0,18389,-11,-10,15530
7494,4504287610,0,-2626,-1992,1516.8,17149,-57,-53,15168
7495,4494170863,1,-2631,-1358,1490.0,18274,-18,-10,14900
7496,4474350630,1,1899,2690,1763.9,19606,36,20,17639
7497,4464507584,1,-2607,-2125,1495.8,16560,-12,-14,14958
7498,4494830005,0,-676,-864,1456.9,16559,-15,-9,14569
7499,4505441890,0,1968,1923,1682.0,18804,15,17,16820
7500,4478351147,0,-4035,-2639,1489.1,17683,-22,-28,14891
7501,4490184459,0,-2349,-2678,1508.9,16002,-43,-19,15089
7502,4518851187,0,-3175,-1845,1342.7,16472,-28,-6,13427
7503,4518754842,1,2450,2233,1784.8,19823,34,26,17848
7504,4494990363,1,1373,1766,1802.1,18556,0,2,18021
7505,4524003545,1,1504,2057,1637.0,18289,66,66,16370
7506,4458488872,1,-765,-492,1609.1,16748,17,15,16091
7507,4502783648,0,-2921,-3196,1512.9,15915,-31,-27,15129
7508,4526343162,1,2283,830,1681.7,17790,25,26,16817
7509,4477278221,1,2297,392,1820.3,17893,35,55,18203
7510,4486544471,1,578,144,1770.6,17870,18,8,17706
7511,4520749944,1,1794,2647,1666.8,18055,-6,-11,16668
7512,4520855860,0,-971,-1588,1586.2,16175,12,34,15862
7513,4455569547,1,1269,-422,1747.9,17898,-4,2,17479
7514,4519775605,0,-34,-122,1678.2,18450,-28,-16,16782
7515,4525637660,0,1171,918,1794.2,18724,34,24,17942
7516,4448447768,0,-2298,-1255,1741.8,18495,21,31,17418
7517,4484154962,0,-2807,-2956,1618.0,16639,-76,-51,16180
7518,4477722184,1,-1155,-638,1412.4,15978,4,14,14124
7519,4510857801,0,-69,-634,1845.2,17864,39,61,18452
7520,4505644986,0,576,-1839,1714.2,18300,-18,5,17142
7521,4476110397,0,-1694,-468,1614.3,17196,-20,-19,16143
7522,4521401653,0,-2600,-1587,1594.4,17805,-34,-50,15944
7523,4478653874,0,-2160,-88,1405.9,17446,14,9,14059
7524,4459773045,1,4013,2137,1946.5,17819,57,32,19465
7525,4465807712,0,1338,46,1715.1,18082,16,23,17151
7526,4449152051,1,5019,3765,1948.3,19290,8,24,19483
7527,4523373945,0,258,762,1571.6,16324,1,7,15716
7528,4500426573,0,-2327,-2301,1501.5,17386,-8,-14,15015
7529,4526752854,0,1843,3584,1684.7,19212,12,17,16847
7530,4490700723,0,-1021,-2152,1490.7,16847,-56,-33,14907
7531,4524940006,0,-450,-1721,1576.8,17401,-30,-25,15768
7532,4525344847,0,-790,-1172,1672.2,17229,-41,-44,16722
7533,4483910758,0,-989,-1102,1538.5,17822,-4,3,15385
7534,4522801781,0,-1412,-768,1610.2,17077,-22,-27,16102
7535,4459294938,1,1926,3774,1697.7,19637,-20,-26,16977
7536,4493037422,0,-3022,-613,1603.3,17402,-37,-33,16033
7537,4508177030,1,-716,573,1527.2,18442,-3,-2,15272
7538,4477114963,0,3522,1996,1895.9,19305,-9,14,18959
7539,4526548398,0,148,-543,1563.3,17562,0,12,15633
7540,4518870146,0,-2987,-2017,1449.0,17638,-11,-13,14490
7541,4486503067,1,2303,2950,1781.2,19411,93,72,17812
7542,4418034282,0,288,-339,1560.3,18354,27,7,15603
7543,4477843877,1,1692,373,1666.7,18290,46,30,16667
7544,4460653436,0,-1546,-710,1617.7,18425,26,41,16177
7545,4479126740,0,-1226,48,1678.0,17484,-15,-16,16780
7546,4521611009,0,-1985,-3666,1593.8,14724,-3,7,15938
7547,4486105297,1,-2005,-1736,1615.4,16080,-35,-30,16154
7548,4521787222,0,-1530,-146,1497.5,18139,-20,-19,14975
7549,4492271178,0,-4600,-3906,1468.3,16048,-20,6,14683
7550,4525977517,1,75,-123,1583.6,18034,-31,-38,15836
7551,4457601167,1,-185,-1442,1646.3,16852,-43,-21,16463
7552,4500144079,1,-418,15,1571.2,17100,47,47,15712
7553,4503460732,1,3642,2198,1766.5,19246,32,33,17665
7554,4527166498,1,5397,2928,1968.0,18528,37,29,19680
7555,4472131666,1,2247,1439,1640.0,18900,59,53,16400
7556,4460036381,1,-944,-2050,1465.9,15944,-18,-20,14659
7557,4527378571,0,46,99,1874.2,18884,-6,-4,18742
7558,4508101367,1,1530,2305,1663.7,19339,28,29,16637
7559,4485702742,1,3854,2379,1807.9,19818,55,42,18079
7560,4523826810,1,-450,127,1640.7,18597,7,-6,16407
7561,4481184386,0,-1962,-684,1614.5,17448,-18,-8,16145
7562,4496807204,1,4238,1418,1955.7,18126,-5,-13,19557
7563,4476131958,1,1037,922,1649.5,18530,5,-6,16495
7564,4525939655,0,-366,-923,1748.0,17096,-33,-14,17480
7565,4526014315,1,-1673,-1730,1507.4,16329,8,10,15074
7566,4526640104,0,-6047,-3060,1496.3,15662,-30,-33,14963
7567,4517647905,1,-677,-1382,1605.8,17515,-2,3,16058
7568,4451681116,0,-2465,-911,1482.4,17975,-32,-29,14824
7569,4472405035,1,-365,855,1707.9,17964,-24,-26,17079
7570,4305726781,1,5057,3423,2035.1,19996,59,28,20351
7571,4477883317,1,2292,1022,1873.2,18910,-4,9,18732
7572,4510942047,1,5117,4126,1901.7,19432,69,47,19017
7573,4504943058,1,-304,-1023,1707.8,17751,-17,-16,17078
7574,4518992670,0,390,-828,1535.1,18539,5,10,15351
7575,4413130871,0,-257,-883,1588.5,18531,-11,11,15885
7576,4490264226,1,3737,1796,1885.1,19227,56,49,18851
7577,4526817312,1,2167,538,1642.5,17611,15,19,16425
7578,4498316696,0,-2870,-2023,1564.9,17686,-40,-30,15649
7579,4470558521,1,-1962,-2464,1465.9,16241,-43,-52,14659
7580,4505265174,0,-704,-531,1598.3,18335,21,24,15983
7581,4499297783,1,946,594,1586.8,18299,12,9,15868
7582,4519370242,0,-496,-1184,1673.2,16963,5,22,16732
7583,4512604685,0,-5395,-5287,1436.6,14866,-62,-46,14366
7584,4523854789,1,59,-107,1603.7,18383,-21,-22,16037
7585,4525860232,1,1550,1042,1764.3,17908,15,35,17643
7586,4527210467,0,-2160,85,1426.1,17724,21,-9,14261
7587,4464924793,0,-1874,-1182,1593.9,17619,34,32,15939
7588,4490168381,0,-1854,-817,1548.7,18816,6,6,15487
7589,4474862370,0,103,63,1660.1,16246,2,2,16601
7590,4477297316,1,2575,997,1704.8,17678,-3,-8,17048
7591,4484057160,1,3048,2219,1832.8,18180,40,28,18328
7592,4526146492,0,-2049,-1230,1737.5,18610,-28,-14,17375
7593,4479476013,1,2139,850,1655.6,16868,26,39,16556
7594,4508388395,1,7980,4916,2188.3,20941,72,59,21883
7595,4449354276,0,1103,1117,1738.2,19283,30,11,17382
7596,4500526206,1,6547,2553,2079.5,18944,70,70,20795
7597,4480172739,0,-2472,-554,1546.9,17314,-20,7,15469
7598,4526245865,1,1464,179,1795.1,18755,-1,-5,17951
7599,4436714385,0,-4683,-3444,1520.5,15267,-90,-54,15205
7600,4514035476,1,4277,3340,1783.5,18812,29,24,17835
7601,4525761133,1,1870,1791,1732.9,19681,2,-19,17329
7602,4474911318,1,499,-2,1499.2,17212,8,-13,14992
7603,4522109455,1,832,903,1703.3,17938,-14,4,17033
7604,4475415564,0,1782,2856,1753.5,19338,49,29,17535
7605,4495400346,0,-177,-308,1764.5,18506,-14,-5,17645
7606,4520601060,0,-2692,-2753,1652.3,17836,18,43,16523
7607,4460980858,0,-1976,-2992,1463.0,16426,-34,-42,14630
7608,4526553053,0,-642,311,1761.7,18621,9,9,17617
7609,4526299418,0,1051,-1411,1814.2,16864,21,26,18142
7610,4518341446,1,932,-534,1606.8,17607,-12,-6,16068
7611,4526126466,0,1197,-947,1804.1,17904,-1,5,18041
7612,4470078931,1,2858,2734,1758.3,18536,38,33,17583
7613,4498832228,1,202,686,1538.1,17303,4,-16,15381
7614,4484423915,0,-688,-1113,1592.9,17996,-26,-33,15929
7615,4486550579,1,6289,3996,2113.2,19941,64,38,21132
7616,4486714617,0,-4075,-3154,1402.2,16586,7,12,14022
7617,4514848856,0,651,2427,1678.6,18389,12,49,16786
7618,4459961160,0,-1882,-1917,1717.1,18333,4,36,17171
7619,4475087620,1,-695,-683,1600.4,18381,-36,-24,16004
7620,4520814737,0,711,1614,1604.3,18432,28,28,16043
7621,4468841659,0,-325,-231,1572.0,17797,-13,-15,15720
7622,4452056525,0,-341,-1582,1445.1,16951,-12,-18,14451
7623,4448615908,1,-284,-260,1555.1,17239,-14,-19,15551
7624,4470453534,0,-37,-382,1657.4,18040,20,22,16574
7625,4526431738,0,-2234,-2021,1426.4,15870,-33,-3,14264
7626,4483729967,1,-299,-238,1522.3,17157,-4,14,15223
7627,4454688114,0,-3046,-1990,1436.6,16510,8,-1,14366
7628,4489934544,0,-259,357,1686.0,19037,5,1,16860
7629,4524898336,1,2095,1876,1779.1,19229,-9,5,17791
7630,4491022192,1,4597,3583,1806.6,18920,57,53,18066
7631,4467974505,1,4151,3492,2024.5,21086,63,69,20245
7632,4502961112,1,-3,-765,1541.3,16314,-22,-11,15413
7633,4477353285,1,1215,1170,1551.0,17649,-43,-41,15510
7634,4465323789,0,-2279,-2155,1583.8,17892,-16,1,15838
7635,4478467708,1,771,1255,1602.9,19239,35,28,16029
7636,4444956835,0,-1288,-685,1450.6,17908,21,13,14506
7637,4446060203,0,-4408,-4522,1529.3,15389,-80,-48,15293
7638,4524545264,0,-3385,-2980,1479.6,16448,-26,-19,14796
7639,4477261749,0,-1691,-1608,1414.2,16922,-8,-5,14142
7640,4504379351,0,995,707,1589.0,18495,2,13,15890
7641,4526438582,1,2402,2023,1704.0,18270,-15,-37,17040
7642,4458991310,0,-25,954,1619.6,18801,19,-3,16196
7643,4524151765,0,1221,494,1637.3,18169,-12,-21,16373
7644,4477228841,0,1841,-591,1750.5,17635,-20,27,17505
7645,4521908299,1,4368,3523,1863.5,19958,26,22,18635
7646,4527355531,0,2052,2845,1680.7,19662,32,16,16807
7647,4489963680,0,-1725,-2264,1684.2,16280,-10,18,16842
7648,4497469413,1,1479,1002,1696.3,17360,28,30,16963
7649,4468744263,0,-674,909,1658.7,17801,7,-3,16587
7650,4521659923,1,3993,2165,1840.4,19768,75,57,18404
7651,4525946644,0,-2522,-1763,1590.1,18666,-11,-5,15901
7652,4456030501,1,1858,1429,1749.5,19239,12,20,17495
7653,4498606360,0,-996,-1894,1489.1,17103,-65,-51,14891
7654,4486227010,1,-346,316,1607.2,18312,-17,-12,16072
7655,4467692885,0,-1946,-1148,1546.0,16868,-69,-66,15460
7656,4499693409,0,-775,-412,1670.8,17428,9,15,16708
7657,4473252626,1,-1963,-1936,1827.5,17102,-51,-41,18275
7658,4447674252,0,-6199,-4997,1378.5,15847,-69,-54,13785
7659,4456481303,1,520,941,1859.6,20017,19,-9,18596
7660,4446053181,1,-243,860,1596.4,17988,19,1,15964
7661,4506258913,1,3314,2262,1834.3,18609,62,42,18343
7662,4484391297,1,1680,2384,1707.9,19361,56,50,17079
7663,4469933897,1,5025,3609,1963.9,19564,100,92,19639
7664,4446121207,1,4426,2385,2056.0,19784,2,10,20560
7665,4495044073,1,-1937,-1459,1501.3,16013,0,13,15013
7666,4510437554,0,1481,996,1584.6,18039,16,-7,15846
7667,4521020562,0,-3643,-3628,1501.8,15571,-49,-28,15018
7668,4479756200,0,-2240,-1945,1612.3,16738,-32,-29,16123
7669,4456261396,1,2027,2259,1716.6,20100,7,-10,17166
7670,4526718003,1,-2844,-2533,1543.1,17257,22,16,15431
7671,4476906757,1,500,1220,1481.4,18414,30,20,14814
7672,4509016746,0,-315,-293,1755.4,19237,60,64,17554
7673,4467390349,0,-4625,-3193,1445.0,16178,-54,-45,14450
7674,4527418646,0,-2162,-1230,1519.3,16021,-8,-6,15193
7675,4470434724,1,4170,4481,1914.0,20293,98,86,19140
7676,4483754983,1,-473,-1354,1638.8,17884,-26,1,16388
7677,4453231890,1,3248,2592,1853.2,19666,53,38,18532
7678,4459925036,0,-5624,-4155,1433.2,15949,-7,-7,14332
7679,4484094550,0,-1769,-587,1469.7,17577,-6,-24,14697
7680,4496346599,0,-2238,-1138,1573.1,17396,-25,1,15731
7681,4527203867,0,-3756,-1406,1388.1,16578,44,31,13881
7682,4484049712,0,-2314,-1903,1585.7,16404,-26,-26,15857
7683,4515287778,1,-207,-1282,1613.1,17990,9,19,16131
7684,4447986050,1,2445,1807,1934.9,19673,30,25,19349
7685,4492190443,1,2073,2090,1673.1,17558,47,36,16731
7686,4444833318,1,2012,2314,1836.3,20591,21,29,18363
7687,4480691713,0,-1740,-916,1513.2,17149,-48,-34,15132
7688,4492254219,1,1959,2441,1739.3,19257,26,7,17393
7689,4511665743,0,1471,187,1561.5,18309,45,50,15615
7690,4471439102,0,-3859,-2011,1535.8,16660,-29,-3,15358
7691,4494572826,0,-2566,-1797,1393.6,16231,-37,-29,13936
7692,4434247820,1,-1518,-1106,1704.7,18719,-63,-54,17047
7693,4465614811,1,1387,702,1635.0,18813,6,16,16350
7694,4525637223,1,370,726,1644.4,18703,-1,-19,16444
7695,4471718204,1,7605,3993,2170.3,19827,17,25,21703
7696,4527458962,0,-609,-1011,1652.6,17292,-29,-34,16526
7697,4479632045,0,-501,-1154,1469.8,17544,-11,-19,14698
7698,4469404175,1,-486,180,1532.9,17425,1,-8,15329
7699,4527028383,0,-1108,-370,1474.6,17610,2,-4,14746
7700,4516065991,0,-152,16,1583.1,17839,19,4,15831
7701,4508216792,1,1501,274,1857.5,18686,8,9,18575
7702,4518346455,1,1829,1496,1680.3,19509,-3,3,16803
7703,4525617953,0,-790,-741,1666.6,18258,12,6,16666
7704,4527312388,1,1885,1082,1861.6,19395,57,24,18616
7705,4502366249,1,-1348,-2082,1493.9,16939,-46,-32,14939
7706,4526656386,1,-47,-888,1682.8,17628,-41,-13,16828
7707,4526981145,0,-1091,-617,1539.8,17243,-16,-9,15398
7708,4527002962,1,-1808,-1818,1408.7,16178,30,34,14087
7709,4526307631,1,2061,924,1708.1,18350,24,8,17081
7710,4454458141,0,-872,-432,1621.6,17978,5,20,16216
7711,4526352878,1,-1682,-2102,1717.4,16698,-85,-35,17174
7712,4526378809,0,-262,-1246,1716.1,17805,-21,25,17161
7713,4526851644,1,4108,2927,1811.9,18951,14,19,18119
7714,4464526673,0,-2398,-2326,1533.2,16368,-17,-15,15332
7715,4525845524,0,-167,309,1638.6,18530,-7,-12,16386
7716,4481963894,1,3105,2085,1859.1,20081,48,52,18591
7717,4492947311,0,-1208,-1365,1613.8,17626,-45,-37,16138
7718,4520750598,1,4088,2662,1866.2,19321,50,46,18662
7719,4499919097,1,2042,1127,1645.4,18576,-15,12,16454
7720,4478754286,0,-4801,-5205,1579.7,15229,-65,-51,15797
7721,4455592163,1,192,-1312,1602.8,17147,0,9,16028
7722,4467275928,1,-566,-3406,1514.2,14696,-68,-68,15142
7723,4458303184,1,1651,402,1684.9,16993,-2,-2,16849
7724,4525380642,0,4646,3861,2006.6,19018,25,16,20066
7725,4524796098,0,-980,-684,1431.2,17694,-20,-20,14312
7726,4526727773,1,2264,1130,1678.6,19003,-8,13,16786
7727,4512265608,0,-1673,-787,1429.9,17111,-8,-17,14299
7728,4526993807,0,-866,-2133,1572.4,15396,-20,5,15724
7729,4526227889,1,-1402,-90,1482.8,18224,-3,4,14828
7730,4527225150,1,-445,-293,1629.4,17550,-17,-7,16294
7731,4471157611,1,-802,-1243,1576.1,17783,-12,-17,15761
7732,4520606838,0,179,-417,1456.5,16719,-25,-7,14565
7733,4514076419,1,886,706,1571.1,17395,15,-2,15711
7734,4475316564,1,1409,2205,1611.6,19219,43,43,16116
7735,4526554592,1,-3259,-1518,1462.9,16283,-19,-27,14629
7736,4521263272,0,1074,237,1569.4,17914,15,9,15694
7737,4468376648,0,1016,2078,1704.1,18750,33,21,17041
7738,4519380029,0,-697,-1133,1547.8,18118,-36,-30,15478
7739,4526974139,0,399,1148,1695.6,18267,11,42,16956
7740,4511067003,1,-387,1466,1695.6,19562,51,16,16956
7741,4518362407,1,3456,3233,1917.2,18959,49,45,19172
7742,4472113530,1,1486,991,1697.9,18700,15,13,16979
7743,4505140854,0,-2194,-1240,1480.6,17653,-16,-36,14806
7744,4454750369,0,-173,-989,1824.4,18223,5,-5,18244
7745,4523653027,1,2000,1065,1698.9,18031,57,50,16989
7746,4496865743,0,-7666,-5484,1428.1,13851,-102,-48,14281
7747,4499779252,1,1875,1361,1539.3,17028,2,15,15393
7748,4450881054,1,2578,1160,1763.6,19295,12,17,17636
7749,4527413086,1,-629,-1232,1660.0,17594,33,10,16600
7750,4510149205,0,-1253,17,1588.9,18326,-9,3,15889
7751,4514173446,0,1675,-423,1965.7,18537,-20,2,19657
7752,4522592356,1,3138,2806,1681.8,18454,25,35,16818
7753,4464807345,1,2148,1502,1741.5,19432,22,34,17415
7754,4519189625,1,2919,2298,1660.2,19275,45,32,16602
7755,4508113644,0,-2692,-1609,1718.1,18481,4,-7,17181
7756,4526805303,1,-499,-295,1649.2,16905,-42,-18,16492
7757,4490068433,0,75,644,1641.0,18121,39,35,16410
7758,4521454203,0,-1314,-1498,1523.8,16831,-40,-17,15238
7759,4527314623,1,3243,1919,2027.1,19487,-20,-35,20271
7760,4525314215,0,-443,-732,1537.2,17632,-17,-9,15372
7761,4495034271,0,-1844,-1368,1493.0,16710,8,10,14930
7762,4500216445,1,270,638,1745.0,18989,18,16,17450
7763,4474939096,1,1221,-311,1481.2,17296,31,40,14812
7764,4525181648,0,1132,778,1760.5,19074,3,22,17605
7765,4495708028,0,-1482,-724,1684.1,17341,27,35,16841
7766,4521698665,1,1151,-108,1632.1,18143,40,31,16321
7767,4512994331,1,-143,708,1627.0,17716,35,24,16270
7768,4526026089,1,305,-374,1595.4,17461,-28,-43,15954
7769,4484294172,0,-438,-778,1568.2,18027,36,41,15682
7770,4518207092,0,-3531,-1781,1619.0,17466,-24,-21,16190
7771,4495787574,1,3987,1169,1957.2,18020,24,20,19572
7772,4525317439,0,179,-962,1593.0,17859,3,11,15930
7773,4473666102,0,-4124,-3090,1378.5,16211,-58,-45,13785
7774,4462822910,1,2927,3135,1689.8,19309,45,35,16898
7775,4484040931,1,1665,1578,1833.3,18853,60,48,18333
7776,4526149121,0,-2946,-2952,1428.9,16754,-12,-3,14289
7777,4469941308,1,1440,1148,1650.1,18045,-29,-50,16501
7778,4459966924,1,2263,1451,1661.8,19643,7,7,16618
7779,4506726377,0,1878,703,1655.7,18637,26,28,16557
7780,4447641028,0,-4259,-3503,1697.8,13699,-53,-45,16978
7781,4417369885,0,-1311,-1472,1657.7,16338,14,52,16577
7782,4495165878,0,-3856,-1959,1470.6,16463,-59,-55,14706
7783,4514844404,0,-1317,-816,1679.5,18170,-31,-30,16795
7784,4465219172,0,-1538,-320,1528.8,18195,14,16,15288
7785,4527045215,1,-1641,-602,1487.5,17019,-15,-23,14875
7786,4458968842,1,-1255,-254,1686.1,17932,-22,-11,16861
7787,4461046174,0,-1154,-93,1713.6,17077,-14,14,17136
7788,4507620786,1,2312,2522,1776.5,19108,86,72,17765
7789,4474784540,0,-4431,-4570,1455.5,16626,-69,-51,14555
7790,4519753896,0,-4215,-1902,1402.0,15872,-19,-26,14020
7791,4496724887,1,2658,1915,1757.5,18579,21,17,17575
7792,4513351199,0,-2576,-2182,1530.7,17610,-20,-22,15307
7793,4494806155,1,3029,1278,1675.1,19355,41,56,16751
7794,4527400010,1,787,846,1627.1,17500,2,10,16271
7795,4519404652,0,-514,-1465,1642.0,17929,-42,-27,16420
7796,4435781298,1,-227,923,1557.0,17682,-36,-47,15570
7797,4527150511,0,-347,125,1494.8,17612,10,14,14948
7798,4502743834,0,-1645,-1268,1516.7,15683,17,22,15167
7799,4514249734,1,239,-709,1548.4,18175,-2,41,15484
7800,4417621987,1,226,-955,1785.6,18232,-2,0,17856
7801,4498639695,0,-2150,-1486,1476.7,17485,-6,-13,14767
7802,4498399527,1,2680,1517,1847.4,18239,-8,-2,18474
7803,4470053265,0,-975,334,1418.3,17942,51,37,14183
7804,4527122905,1,484,-614,1597.1,18396,-5,0,15971
7805,4490918171,0,-2914,-1623,1431.9,16192,36,17,14319
7806,4512833184,0,-795,-1185,1620.6,18093,-8,18,16206
7807,4470330490,0,1208,1363,1570.4,18000,13,4,15704
7808,4463280330,1,201,1596,1813.7,19154,24,21,18137
7809,4504190601,0,-2695,-1275,1494.4,17675,-14,-13,14944
7810,4517670386,0,-7079,-4936,1317.2,14988,-72,-35,13172
7811,4521391433,0,2120,358,1836.3,18844,3,5,18363
7812,4523062555,0,-1806,-541,1520.0,17118,4,4,15200
7813,4458733619,0,297,518,1731.5,18632,-1,-3,17315
7814,4502966435,1,1234,1855,1651.6,19168,48,30,16516
7815,4527093291,0,-3956,-2930,1401.0,15841,-56,-37,14010
7816,4505214335,0,-731,-118,1558.0,17701,-30,-24,15580
7817,4474787155,1,3339,3179,1773.1,20617,36,2,17731
7818,4526583162,1,4331,3427,1918.6,19737,68,62,19186
7819,4506026519,1,2275,1360,1813.5,19138,8,40,18135
7820,4455419098,0,-2086,-2017,1594.7,17802,6,16,15947
7821,4517480470,0,-3637,-2456,1668.1,16014,-63,-51,16681
7822,4523038928,1,2685,2307,1673.3,19451,26,25,16733
7823,4477682436,1,-1121,-858,1523.3,17625,12,10,15233
7824,4524565861,1,4990,2055,1840.6,19320,35,51,18406
7825,4486380071,0,-3289,-4291,1671.1,15855,0,0,16711
7826,4479922786,0,-1805,-2047,1609.3,16567,-73,-63,16093
7827,4495296529,1,446,429,1556.3,18747,3,23,15563
7828,4492085099,0,-859,361,1574.5,17698,-9,-17,15745
7829,4508010567,0,231,-184,1595.8,17066,-29,-23,15958
7830,4524225995,1,3195,1056,1750.1,17203,40,29,17501
